0.009557507	-0.06941696	0.15192336	-0.08842445	-0.12211063	0.15284283	0.14825349	-0.18544331	0.03940277	-0.05218332	-0.16368912	-0.14611539	0.08565687	-0.08790036	0.11059549	-0.03142036
-0.08844733	0.08298999	0.48211688	0.06321414	-0.34866205	-0.07322513	0.23784874	-0.2568464	-0.24365178	-0.24116656	-0.052333076	-0.20094325	0.33872157	-0.35834742	0.035015225	0.18911938
-0.18494287	-0.21296331	0.23401397	0.15837754	-0.42323545	-0.17809346	-0.07168115	0.048528403	0.10349329	-0.23364922	-0.06661665	0.1321951	0.07451167	-0.21175063	0.32562009	0.02437854
0.117288835	0.055573788	0.015655963	-0.10975371	0.123880714	0.24130887	-0.031410422	-0.15138818	-0.007720866	0.003137469	-0.11567921	-0.11054476	-0.062397905	0.06118487	0.040072985	0.059511904
0.19671875	0.15667735	-0.049238876	-0.41823518	0.13139111	-0.09910255	-0.24181294	-0.11536942	-0.090912595	-0.1638716	-0.02889464	0.13822153	-0.3394221	-0.09320529	0.21354991	0.2710604
-0.5162792	-0.52979434	-0.15026905	0.44573972	-0.48389018	-0.19041835	-0.20396595	0.30046153	0.49837255	-0.2152409	-0.18609202	0.33415446	-0.14563464	-0.22572404	0.42155412	-0.26143768
-0.13665493	-0.088840544	0.2924481	0.15445502	-0.34821948	8.304829e-05	0.26294273	-0.16581795	-0.108200856	-0.08994294	-0.14379466	-0.19958122	0.33110833	-0.24337126	-0.01444649	0.016289517
-0.05865989	-0.44646206	-0.49808383	-0.21722803	0.31790692	0.2952645	-0.075339995	0.009112626	0.528559	0.41601524	0.14911734	0.1958508	-0.3589075	0.3782958	0.4302724	-0.37375388
-0.111284405	-0.11364444	0.21642199	-0.14738965	-0.30550888	-0.16481076	0.10170039	-0.28147787	-0.07484416	-0.013791727	0.042617925	0.07862992	0.1159726	-0.11711107	0.40353793	0.17972961
-0.060932923	-0.17266919	-0.19084822	0.009751089	-0.004411659	0.2641908	0.16153936	-0.03838143	0.26486716	0.30594718	0.04402756	0.005895514	0.1305044	0.21246094	0.15221453	-0.24950105
-0.22392288	-0.14299038	0.4273547	0.2911535	-0.5017717	0.23879543	0.6356943	-0.085264154	0.021817967	0.27303717	0.12772585	-0.38915408	0.68568295	0.071565606	-0.1355143	-0.28201032
-0.014260052	0.000939993	0.11810015	-0.08964311	-0.1465899	-0.042211086	0.120040044	-0.12881118	-0.10561846	-0.033484653	-0.037976004	0.00982892	0.0786144	0.006488358	0.17429203	0.11764304
0.5265068	0.2016729	-0.6022052	-0.5662208	0.6425285	0.43715492	-0.13616768	-0.2157249	0.21962753	0.20438185	-0.06025648	-0.10883	-0.6656747	0.41901708	-0.1710916	0.0016679313
0.13352619	0.13896507	0.35878584	0.11420267	0.11095374	0.32081676	0.20664695	-0.038870838	-0.096398935	-0.20225362	-0.2796337	-0.48785508	0.22353497	-0.22819836	-0.4621924	-0.060366634
-0.47668368	-0.5058371	-0.024207631	0.46471745	-0.40954518	-0.14924233	-0.4804253	0.46155912	0.54798305	-0.48931617	-0.47769266	0.315614	-0.33868766	-0.39673904	0.37781236	-0.21835582
0.31372932	0.33710533	0.3330889	-0.27182	0.084961854	-0.04621693	-0.08513982	-0.28528154	-0.36095077	-0.313973	-0.15086764	-0.16360345	-0.15347508	-0.32662302	-0.1229499	0.3346766
0.14220244	0.02603946	-0.02560433	-0.17868324	0.052015673	0.06342429	0.07536017	-0.14831458	-0.08732496	-0.012059553	-0.045059655	-0.12251879	-0.06449781	0.021882076	-0.036363583	0.1017389
0.23489128	0.23200694	0.08117731	-0.33150852	0.050550193	0.10369432	0.10903044	-0.2093886	-0.19993699	-0.06947941	-0.027818426	-0.14451198	-0.071054325	0.025946759	0.02113704	0.18480279
-0.08732832	0.0068007116	0.35626084	0.008222739	-0.344287	-0.21074314	-0.08583163	-0.050869834	-0.13840602	-0.3880708	-0.2586179	0.07430595	-0.11657174	-0.46705797	0.115539186	0.24517354
-0.41824946	-0.41131395	-0.043245345	0.08067929	-0.5348187	-0.3595737	-0.14866142	-0.07788158	0.19854315	-0.027524948	0.06789802	0.41267923	-0.07233188	-0.1224422	0.65848047	0.06435499
-0.075453706	-0.001710777	0.21318513	0.093849815	0.07013107	0.23614421	-0.10734626	0.15612127	0.09491509	-0.15879646	-0.4075919	-0.09023772	-0.071432665	-0.22614793	-0.24588224	-0.059234813
0.2447903	0.16515964	0.185808	-0.09116019	0.25389743	0.4334328	0.28547645	-0.08501839	-0.11888285	0.10250511	-0.2175678	-0.4600729	0.15880264	0.08533897	-0.47704113	-0.07326229
